,qid,docno,label
717,test-law-thgglcplgphw-con02a,test-law-thgglcplgphw-con02b,1
718,test-law-thgglcplgphw-con03a,test-law-thgglcplgphw-con03b,1
719,test-law-thgglcplgphw-con01a,test-law-thgglcplgphw-con01b,1
720,test-law-cplgpshwdp-pro02a,test-law-cplgpshwdp-pro02b,1
721,test-law-cplgpshwdp-pro05a,test-law-cplgpshwdp-pro05b,1
722,test-law-cplgpshwdp-pro01a,test-law-cplgpshwdp-pro01b,1
723,test-law-cplgpshwdp-pro03a,test-law-cplgpshwdp-pro03b,1
724,test-law-cplgpshwdp-pro04a,test-law-cplgpshwdp-pro04b,1
725,test-law-cplgpshwdp-con02a,test-law-cplgpshwdp-con02b,1
726,test-law-cplgpshwdp-con04a,test-law-cplgpshwdp-con04b,1
727,test-law-cplgpshwdp-con03a,test-law-cplgpshwdp-con03b,1
728,test-law-cplgpshwdp-con01a,test-law-cplgpshwdp-con01b,1
729,test-law-umtlilhotac-pro02a,test-law-umtlilhotac-pro02b,1
730,test-law-umtlilhotac-pro01a,test-law-umtlilhotac-pro01b,1
731,test-law-umtlilhotac-pro03a,test-law-umtlilhotac-pro03b,1
732,test-law-umtlilhotac-con02a,test-law-umtlilhotac-con02b,1
733,test-law-umtlilhotac-con03a,test-law-umtlilhotac-con03b,1
734,test-law-umtlilhotac-con01a,test-law-umtlilhotac-con01b,1
735,test-law-cplglghwbhwd-pro02a,test-law-cplglghwbhwd-pro02b,1
736,test-law-cplglghwbhwd-pro01a,test-law-cplglghwbhwd-pro01b,1
737,test-law-cplglghwbhwd-pro03a,test-law-cplglghwbhwd-pro03b,1
738,test-law-cplglghwbhwd-con02a,test-law-cplglghwbhwd-con02b,1
739,test-law-cplglghwbhwd-con03a,test-law-cplglghwbhwd-con03b,1
740,test-law-cplglghwbhwd-con01a,test-law-cplglghwbhwd-con01b,1
741,test-law-sdiflhrdffe-pro02a,test-law-sdiflhrdffe-pro02b,1
742,test-law-sdiflhrdffe-pro01a,test-law-sdiflhrdffe-pro01b,1
743,test-law-sdiflhrdffe-pro03a,test-law-sdiflhrdffe-pro03b,1
744,test-law-sdiflhrdffe-con02a,test-law-sdiflhrdffe-con02b,1
745,test-law-sdiflhrdffe-con04a,test-law-sdiflhrdffe-con04b,1
746,test-law-sdiflhrdffe-con03a,test-law-sdiflhrdffe-con03b,1
747,test-law-sdiflhrdffe-con01a,test-law-sdiflhrdffe-con01b,1
748,test-law-rmelhrilhbiw-pro02a,test-law-rmelhrilhbiw-pro02b,1
749,test-law-rmelhrilhbiw-pro01a,test-law-rmelhrilhbiw-pro01b,1
750,test-law-rmelhrilhbiw-pro03a,test-law-rmelhrilhbiw-pro03b,1
751,test-law-rmelhrilhbiw-pro04a,test-law-rmelhrilhbiw-pro04b,1
752,test-law-rmelhrilhbiw-con02a,test-law-rmelhrilhbiw-con02b,1
753,test-law-rmelhrilhbiw-con04a,test-law-rmelhrilhbiw-con04b,1
754,test-law-rmelhrilhbiw-con03a,test-law-rmelhrilhbiw-con03b,1
755,test-law-rmelhrilhbiw-con01a,test-law-rmelhrilhbiw-con01b,1
756,test-law-cpilhbishioe-pro02a,test-law-cpilhbishioe-pro02b,1
757,test-law-cpilhbishioe-pro01a,test-law-cpilhbishioe-pro01b,1
758,test-law-cpilhbishioe-pro03a,test-law-cpilhbishioe-pro03b,1
759,test-law-cpilhbishioe-pro04a,test-law-cpilhbishioe-pro04b,1
760,test-law-cpilhbishioe-con02a,test-law-cpilhbishioe-con02b,1
761,test-law-cpilhbishioe-con04a,test-law-cpilhbishioe-con04b,1
762,test-law-cpilhbishioe-con03a,test-law-cpilhbishioe-con03b,1
763,test-law-cpilhbishioe-con01a,test-law-cpilhbishioe-con01b,1
764,test-law-tlcplghwfne-pro02a,test-law-tlcplghwfne-pro02b,1
765,test-law-tlcplghwfne-pro01a,test-law-tlcplghwfne-pro01b,1
766,test-law-tlcplghwfne-pro03a,test-law-tlcplghwfne-pro03b,1
767,test-law-tlcplghwfne-con02a,test-law-tlcplghwfne-con02b,1
768,test-law-tlcplghwfne-con03a,test-law-tlcplghwfne-con03b,1
769,test-law-tlcplghwfne-con01a,test-law-tlcplghwfne-con01b,1
770,test-law-phwmfri-pro02a,test-law-phwmfri-pro02b,1
771,test-law-phwmfri-pro01a,test-law-phwmfri-pro01b,1
772,test-law-phwmfri-pro03a,test-law-phwmfri-pro03b,1
773,test-law-phwmfri-con02a,test-law-phwmfri-con02b,1
774,test-law-phwmfri-con03a,test-law-phwmfri-con03b,1
775,test-law-phwmfri-con01a,test-law-phwmfri-con01b,1
776,test-law-hrpepthwuto-pro02a,test-law-hrpepthwuto-pro02b,1
777,test-law-hrpepthwuto-pro01a,test-law-hrpepthwuto-pro01b,1
778,test-law-hrpepthwuto-pro03a,test-law-hrpepthwuto-pro03b,1
779,test-law-hrpepthwuto-con02a,test-law-hrpepthwuto-con02b,1
780,test-law-hrpepthwuto-con03a,test-law-hrpepthwuto-con03b,1
781,test-law-hrpepthwuto-con01a,test-law-hrpepthwuto-con01b,1
782,test-law-lghwpcctcc-pro02a,test-law-lghwpcctcc-pro02b,1
783,test-law-lghwpcctcc-pro01a,test-law-lghwpcctcc-pro01b,1
784,test-law-lghwpcctcc-pro03a,test-law-lghwpcctcc-pro03b,1
785,test-law-lghwpcctcc-con02a,test-law-lghwpcctcc-con02b,1
786,test-law-lghwpcctcc-con04a,test-law-lghwpcctcc-con04b,1
787,test-law-lghwpcctcc-con03a,test-law-lghwpcctcc-con03b,1
788,test-law-lghwpcctcc-con01a,test-law-lghwpcctcc-con01b,1
789,test-law-sdfclhrppph-pro02a,test-law-sdfclhrppph-pro02b,1
790,test-law-sdfclhrppph-pro01a,test-law-sdfclhrppph-pro01b,1
791,test-law-sdfclhrppph-pro03a,test-law-sdfclhrppph-pro03b,1
792,test-law-sdfclhrppph-pro04a,test-law-sdfclhrppph-pro04b,1
793,test-law-sdfclhrppph-con02a,test-law-sdfclhrppph-con02b,1
794,test-law-sdfclhrppph-con01a,test-law-sdfclhrppph-con01b,1
795,test-law-tahglcphsld-pro02a,test-law-tahglcphsld-pro02b,1
796,test-law-tahglcphsld-pro06a,test-law-tahglcphsld-pro06b,1
797,test-law-tahglcphsld-pro05a,test-law-tahglcphsld-pro05b,1
798,test-law-tahglcphsld-pro01a,test-law-tahglcphsld-pro01b,1
799,test-law-tahglcphsld-pro07a,test-law-tahglcphsld-pro07b,1
800,test-law-tahglcphsld-pro03a,test-law-tahglcphsld-pro03b,1
801,test-law-tahglcphsld-pro04a,test-law-tahglcphsld-pro04b,1
802,test-law-tahglcphsld-con02a,test-law-tahglcphsld-con02b,1
803,test-law-tahglcphsld-con03a,test-law-tahglcphsld-con03b,1
804,test-law-tahglcphsld-con01a,test-law-tahglcphsld-con01b,1
805,test-law-cppshbcjsfm-pro02a,test-law-cppshbcjsfm-pro02b,1
806,test-law-cppshbcjsfm-pro01a,test-law-cppshbcjsfm-pro01b,1
807,test-law-cppshbcjsfm-con02a,test-law-cppshbcjsfm-con02b,1
808,test-law-cppshbcjsfm-con04a,test-law-cppshbcjsfm-con04b,1
809,test-law-cppshbcjsfm-con03a,test-law-cppshbcjsfm-con03b,1
810,test-law-cppshbcjsfm-con01a,test-law-cppshbcjsfm-con01b,1
811,test-law-lghbacpsba-pro02a,test-law-lghbacpsba-pro02b,1
812,test-law-lghbacpsba-pro05a,test-law-lghbacpsba-pro05b,1
813,test-law-lghbacpsba-pro01a,test-law-lghbacpsba-pro01b,1
814,test-law-lghbacpsba-pro03a,test-law-lghbacpsba-pro03b,1
815,test-law-lghbacpsba-pro04a,test-law-lghbacpsba-pro04b,1
816,test-law-lghbacpsba-con02a,test-law-lghbacpsba-con02b,1
817,test-law-lghbacpsba-con03a,test-law-lghbacpsba-con03b,1
818,test-law-lghbacpsba-con01a,test-law-lghbacpsba-con01b,1
819,test-law-hrilpgwhwr-pro02a,test-law-hrilpgwhwr-pro02b,1
820,test-law-hrilpgwhwr-pro01a,test-law-hrilpgwhwr-pro01b,1
821,test-law-hrilpgwhwr-pro03a,test-law-hrilpgwhwr-pro03b,1
822,test-law-hrilpgwhwr-con02a,test-law-hrilpgwhwr-con02b,1
823,test-law-hrilpgwhwr-con05a,test-law-hrilpgwhwr-con05b,1
824,test-law-hrilpgwhwr-con04a,test-law-hrilpgwhwr-con04b,1
825,test-law-hrilpgwhwr-con03a,test-law-hrilpgwhwr-con03b,1
826,test-law-hrilpgwhwr-con01a,test-law-hrilpgwhwr-con01b,1
827,test-education-ufsdfkhbwu-pro02a,test-education-ufsdfkhbwu-pro02b,1
828,test-education-ufsdfkhbwu-pro01a,test-education-ufsdfkhbwu-pro01b,1
829,test-education-ufsdfkhbwu-pro03a,test-education-ufsdfkhbwu-pro03b,1
830,test-education-ufsdfkhbwu-con02a,test-education-ufsdfkhbwu-con02b,1
831,test-education-ufsdfkhbwu-con03a,test-education-ufsdfkhbwu-con03b,1
832,test-education-ufsdfkhbwu-con01a,test-education-ufsdfkhbwu-con01b,1
833,test-education-egtuscpih-pro02a,test-education-egtuscpih-pro02b,1
834,test-education-egtuscpih-pro05a,test-education-egtuscpih-pro05b,1
835,test-education-egtuscpih-pro01a,test-education-egtuscpih-pro01b,1
836,test-education-egtuscpih-pro03a,test-education-egtuscpih-pro03b,1
837,test-education-egtuscpih-pro04a,test-education-egtuscpih-pro04b,1
838,test-education-egtuscpih-con02a,test-education-egtuscpih-con02b,1
839,test-education-egtuscpih-con05a,test-education-egtuscpih-con05b,1
840,test-education-egtuscpih-con04a,test-education-egtuscpih-con04b,1
841,test-education-egtuscpih-con03a,test-education-egtuscpih-con03b,1
842,test-education-egtuscpih-con01a,test-education-egtuscpih-con01b,1
843,test-education-ughbuesbf-pro02a,test-education-ughbuesbf-pro02b,1
844,test-education-ughbuesbf-pro01a,test-education-ughbuesbf-pro01b,1
845,test-education-ughbuesbf-pro03a,test-education-ughbuesbf-pro03b,1
846,test-education-ughbuesbf-pro04a,test-education-ughbuesbf-pro04b,1
847,test-education-ughbuesbf-con02a,test-education-ughbuesbf-con02b,1
848,test-education-ughbuesbf-con05a,test-education-ughbuesbf-con05b,1
849,test-education-ughbuesbf-con04a,test-education-ughbuesbf-con04b,1
850,test-education-ughbuesbf-con03a,test-education-ughbuesbf-con03b,1
851,test-education-ughbuesbf-con01a,test-education-ughbuesbf-con01b,1
852,test-education-usuprmhbu-pro02a,test-education-usuprmhbu-pro02b,1
853,test-education-usuprmhbu-pro01a,test-education-usuprmhbu-pro01b,1
854,test-education-usuprmhbu-pro03a,test-education-usuprmhbu-pro03b,1
855,test-education-usuprmhbu-con02a,test-education-usuprmhbu-con02b,1
856,test-education-usuprmhbu-con03a,test-education-usuprmhbu-con03b,1
857,test-education-usuprmhbu-con01a,test-education-usuprmhbu-con01b,1
858,test-education-pteuhwfphe-pro02a,test-education-pteuhwfphe-pro02b,1
859,test-education-pteuhwfphe-pro01a,test-education-pteuhwfphe-pro01b,1
860,test-education-pteuhwfphe-pro03a,test-education-pteuhwfphe-pro03b,1
861,test-education-pteuhwfphe-con02a,test-education-pteuhwfphe-con02b,1
862,test-education-pteuhwfphe-con04a,test-education-pteuhwfphe-con04b,1
863,test-education-pteuhwfphe-con03a,test-education-pteuhwfphe-con03b,1
864,test-education-pteuhwfphe-con01a,test-education-pteuhwfphe-con01b,1
865,test-education-pstrgsehwt-pro02a,test-education-pstrgsehwt-pro02b,1
866,test-education-pstrgsehwt-pro05a,test-education-pstrgsehwt-pro05b,1
867,test-education-pstrgsehwt-pro01a,test-education-pstrgsehwt-pro01b,1
868,test-education-pstrgsehwt-pro03a,test-education-pstrgsehwt-pro03b,1
869,test-education-pstrgsehwt-pro04a,test-education-pstrgsehwt-pro04b,1
870,test-education-pstrgsehwt-con02a,test-education-pstrgsehwt-con02b,1
871,test-education-pstrgsehwt-con04a,test-education-pstrgsehwt-con04b,1
872,test-education-pstrgsehwt-con03a,test-education-pstrgsehwt-con03b,1
873,test-education-pstrgsehwt-con01a,test-education-pstrgsehwt-con01b,1
874,test-education-xeegshwfeu-pro02a,test-education-xeegshwfeu-pro02b,1
875,test-education-xeegshwfeu-pro01a,test-education-xeegshwfeu-pro01b,1
876,test-education-xeegshwfeu-pro03a,test-education-xeegshwfeu-pro03b,1
877,test-education-xeegshwfeu-con02a,test-education-xeegshwfeu-con02b,1
878,test-education-xeegshwfeu-con03a,test-education-xeegshwfeu-con03b,1
879,test-education-xeegshwfeu-con01a,test-education-xeegshwfeu-con01b,1
880,test-education-udfakusma-pro02a,test-education-udfakusma-pro02b,1
881,test-education-udfakusma-pro01a,test-education-udfakusma-pro01b,1
882,test-education-udfakusma-pro03a,test-education-udfakusma-pro03b,1
883,test-education-udfakusma-pro04a,test-education-udfakusma-pro04b,1
884,test-education-udfakusma-con02a,test-education-udfakusma-con02b,1
885,test-education-udfakusma-con04a,test-education-udfakusma-con04b,1
886,test-education-udfakusma-con03a,test-education-udfakusma-con03b,1
887,test-education-udfakusma-con01a,test-education-udfakusma-con01b,1
888,test-education-tuhwastua-pro02a,test-education-tuhwastua-pro02b,1
889,test-education-tuhwastua-pro05a,test-education-tuhwastua-pro05b,1
890,test-education-tuhwastua-pro01a,test-education-tuhwastua-pro01b,1
891,test-education-tuhwastua-pro03a,test-education-tuhwastua-pro03b,1
892,test-education-tuhwastua-pro04a,test-education-tuhwastua-pro04b,1
893,test-education-tuhwastua-con02a,test-education-tuhwastua-con02b,1
894,test-education-tuhwastua-con01a,test-education-tuhwastua-con01b,1
895,test-education-egscphsrdt-pro02a,test-education-egscphsrdt-pro02b,1
896,test-education-egscphsrdt-pro01a,test-education-egscphsrdt-pro01b,1
897,test-education-egscphsrdt-pro03a,test-education-egscphsrdt-pro03b,1
898,test-education-egscphsrdt-con02a,test-education-egscphsrdt-con02b,1
899,test-education-egscphsrdt-con03a,test-education-egscphsrdt-con03b,1
900,test-education-egscphsrdt-con01a,test-education-egscphsrdt-con01b,1
901,test-education-pshhghwpba0-pro02a,test-education-pshhghwpba0-pro02b,1
902,test-education-pshhghwpba0-pro01a,test-education-pshhghwpba0-pro01b,1
903,test-education-pshhghwpba0-pro03a,test-education-pshhghwpba0-pro03b,1
904,test-education-pshhghwpba0-pro04a,test-education-pshhghwpba0-pro04b,1
905,test-education-pshhghwpba0-con02a,test-education-pshhghwpba0-con02b,1
906,test-education-pshhghwpba0-con04a,test-education-pshhghwpba0-con04b,1
907,test-education-pshhghwpba0-con03a,test-education-pshhghwpba0-con03b,1
908,test-education-pshhghwpba0-con01a,test-education-pshhghwpba0-con01b,1
909,test-politics-nlpdwhbusbuc-pro02a,test-politics-nlpdwhbusbuc-pro02b,1
910,test-politics-nlpdwhbusbuc-pro01a,test-politics-nlpdwhbusbuc-pro01b,1
911,test-politics-nlpdwhbusbuc-pro03a,test-politics-nlpdwhbusbuc-pro03b,1
912,test-politics-nlpdwhbusbuc-con02a,test-politics-nlpdwhbusbuc-con02b,1
913,test-politics-nlpdwhbusbuc-con03a,test-politics-nlpdwhbusbuc-con03b,1
914,test-politics-nlpdwhbusbuc-con01a,test-politics-nlpdwhbusbuc-con01b,1
915,test-politics-oepghbrnsl-pro02a,test-politics-oepghbrnsl-pro02b,1
916,test-politics-oepghbrnsl-pro01a,test-politics-oepghbrnsl-pro01b,1
917,test-politics-oepghbrnsl-pro03a,test-politics-oepghbrnsl-pro03b,1
918,test-politics-oepghbrnsl-pro04a,test-politics-oepghbrnsl-pro04b,1
919,test-politics-oepghbrnsl-con02a,test-politics-oepghbrnsl-con02b,1
920,test-politics-oepghbrnsl-con04a,test-politics-oepghbrnsl-con04b,1
921,test-politics-oepghbrnsl-con03a,test-politics-oepghbrnsl-con03b,1
922,test-politics-oepghbrnsl-con01a,test-politics-oepghbrnsl-con01b,1
923,test-politics-oeplhbuwhmi-pro02a,test-politics-oeplhbuwhmi-pro02b,1
924,test-politics-oeplhbuwhmi-pro01a,test-politics-oeplhbuwhmi-pro01b,1
925,test-politics-oeplhbuwhmi-pro03a,test-politics-oeplhbuwhmi-pro03b,1
926,test-politics-oeplhbuwhmi-pro04a,test-politics-oeplhbuwhmi-pro04b,1
927,test-politics-oeplhbuwhmi-con02a,test-politics-oeplhbuwhmi-con02b,1
928,test-politics-oeplhbuwhmi-con04a,test-politics-oeplhbuwhmi-con04b,1
929,test-politics-oeplhbuwhmi-con03a,test-politics-oeplhbuwhmi-con03b,1
930,test-politics-oeplhbuwhmi-con01a,test-politics-oeplhbuwhmi-con01b,1
931,test-politics-oapghwliva-pro01a,test-politics-oapghwliva-pro01b,1
932,test-politics-oapghwliva-con02a,test-politics-oapghwliva-con02b,1
933,test-politics-oapghwliva-con03a,test-politics-oapghwliva-con03b,1
934,test-politics-oapghwliva-con01a,test-politics-oapghwliva-con01b,1
935,test-politics-dhbanhrnw-pro02a,test-politics-dhbanhrnw-pro02b,1
936,test-politics-dhbanhrnw-pro05a,test-politics-dhbanhrnw-pro05b,1
937,test-politics-dhbanhrnw-pro01a,test-politics-dhbanhrnw-pro01b,1
938,test-politics-dhbanhrnw-pro03a,test-politics-dhbanhrnw-pro03b,1
939,test-politics-dhbanhrnw-pro04a,test-politics-dhbanhrnw-pro04b,1
940,test-politics-dhbanhrnw-con02a,test-politics-dhbanhrnw-con02b,1
941,test-politics-dhbanhrnw-con05a,test-politics-dhbanhrnw-con05b,1
942,test-politics-dhbanhrnw-con04a,test-politics-dhbanhrnw-con04b,1
943,test-politics-dhbanhrnw-con03a,test-politics-dhbanhrnw-con03b,1
944,test-politics-dhbanhrnw-con01a,test-politics-dhbanhrnw-con01b,1
945,test-politics-cdfsaphgiap-pro02a,test-politics-cdfsaphgiap-pro02b,1
946,test-politics-cdfsaphgiap-pro01a,test-politics-cdfsaphgiap-pro01b,1
947,test-politics-cdfsaphgiap-pro03a,test-politics-cdfsaphgiap-pro03b,1
948,test-politics-cdfsaphgiap-pro04a,test-politics-cdfsaphgiap-pro04b,1
949,test-politics-cdfsaphgiap-con02a,test-politics-cdfsaphgiap-con02b,1
950,test-politics-cdfsaphgiap-con04a,test-politics-cdfsaphgiap-con04b,1
951,test-politics-cdfsaphgiap-con03a,test-politics-cdfsaphgiap-con03b,1
952,test-politics-cdfsaphgiap-con01a,test-politics-cdfsaphgiap-con01b,1
953,test-politics-ghbgussbsbt-pro02a,test-politics-ghbgussbsbt-pro02b,1
954,test-politics-ghbgussbsbt-pro01a,test-politics-ghbgussbsbt-pro01b,1
955,test-politics-ghbgussbsbt-pro03a,test-politics-ghbgussbsbt-pro03b,1
956,test-politics-ghbgussbsbt-pro04a,test-politics-ghbgussbsbt-pro04b,1
957,test-politics-ghbgussbsbt-con02a,test-politics-ghbgussbsbt-con02b,1
958,test-politics-ghbgussbsbt-con04a,test-politics-ghbgussbsbt-con04b,1
959,test-politics-ghbgussbsbt-con03a,test-politics-ghbgussbsbt-con03b,1
960,test-politics-ghbgussbsbt-con01a,test-politics-ghbgussbsbt-con01b,1
961,test-politics-oapdhwinkp-pro02a,test-politics-oapdhwinkp-pro02b,1
962,test-politics-oapdhwinkp-pro01a,test-politics-oapdhwinkp-pro01b,1
963,test-politics-oapdhwinkp-pro03a,test-politics-oapdhwinkp-pro03b,1
964,test-politics-oapdhwinkp-con02a,test-politics-oapdhwinkp-con02b,1
965,test-politics-oapdhwinkp-con03a,test-politics-oapdhwinkp-con03b,1
966,test-politics-oapdhwinkp-con01a,test-politics-oapdhwinkp-con01b,1
967,test-politics-epvhbfsmsaop-pro02a,test-politics-epvhbfsmsaop-pro02b,1
968,test-politics-epvhbfsmsaop-pro01a,test-politics-epvhbfsmsaop-pro01b,1
969,test-politics-epvhbfsmsaop-pro03a,test-politics-epvhbfsmsaop-pro03b,1
970,test-politics-epvhbfsmsaop-con02a,test-politics-epvhbfsmsaop-con02b,1
971,test-politics-epvhbfsmsaop-con03a,test-politics-epvhbfsmsaop-con03b,1
972,test-politics-epvhbfsmsaop-con01a,test-politics-epvhbfsmsaop-con01b,1
973,test-politics-cpegiepgh-pro02a,test-politics-cpegiepgh-pro02b,1
974,test-politics-cpegiepgh-pro01a,test-politics-cpegiepgh-pro01b,1
975,test-politics-cpegiepgh-pro03a,test-politics-cpegiepgh-pro03b,1
976,test-politics-cpegiepgh-pro04a,test-politics-cpegiepgh-pro04b,1
977,test-politics-cpegiepgh-con02a,test-politics-cpegiepgh-con02b,1
978,test-politics-cpegiepgh-con03a,test-politics-cpegiepgh-con03b,1
979,test-politics-cpegiepgh-con01a,test-politics-cpegiepgh-con01b,1
980,test-politics-cpecfiepg-pro02a,test-politics-cpecfiepg-pro02b,1
981,test-politics-cpecfiepg-pro01a,test-politics-cpecfiepg-pro01b,1
982,test-politics-cpecfiepg-pro03a,test-politics-cpecfiepg-pro03b,1
983,test-politics-cpecfiepg-con02a,test-politics-cpecfiepg-con02b,1
984,test-politics-cpecfiepg-con04a,test-politics-cpecfiepg-con04b,1
985,test-politics-cpecfiepg-con03a,test-politics-cpecfiepg-con03b,1
986,test-politics-cpecfiepg-con01a,test-politics-cpecfiepg-con01b,1
987,test-politics-ypppgvhwmv-pro02a,test-politics-ypppgvhwmv-pro02b,1
988,test-politics-ypppgvhwmv-pro05a,test-politics-ypppgvhwmv-pro05b,1
989,test-politics-ypppgvhwmv-pro01a,test-politics-ypppgvhwmv-pro01b,1
990,test-politics-ypppgvhwmv-pro03a,test-politics-ypppgvhwmv-pro03b,1
991,test-politics-ypppgvhwmv-pro04a,test-politics-ypppgvhwmv-pro04b,1
992,test-politics-ypppgvhwmv-con02a,test-politics-ypppgvhwmv-con02b,1
993,test-politics-ypppgvhwmv-con03a,test-politics-ypppgvhwmv-con03b,1
994,test-politics-ypppgvhwmv-con01a,test-politics-ypppgvhwmv-con01b,1
995,test-politics-pgsimhwoia-pro02a,test-politics-pgsimhwoia-pro02b,1
996,test-politics-pgsimhwoia-pro01a,test-politics-pgsimhwoia-pro01b,1
997,test-politics-pgsimhwoia-pro03a,test-politics-pgsimhwoia-pro03b,1
998,test-politics-pgsimhwoia-con02a,test-politics-pgsimhwoia-con02b,1
999,test-politics-pgsimhwoia-con03a,test-politics-pgsimhwoia-con03b,1
1000,test-politics-pgsimhwoia-con01a,test-politics-pgsimhwoia-con01b,1
1001,test-politics-mtpghwaacb-pro02a,test-politics-mtpghwaacb-pro02b,1
1002,test-politics-mtpghwaacb-pro01a,test-politics-mtpghwaacb-pro01b,1
1003,test-politics-mtpghwaacb-pro03a,test-politics-mtpghwaacb-pro03b,1
1004,test-politics-mtpghwaacb-con02a,test-politics-mtpghwaacb-con02b,1
1005,test-politics-mtpghwaacb-con03a,test-politics-mtpghwaacb-con03b,1
1006,test-politics-mtpghwaacb-con01a,test-politics-mtpghwaacb-con01b,1
1007,test-politics-oglilpdwhsn-pro02a,test-politics-oglilpdwhsn-pro02b,1
1008,test-politics-oglilpdwhsn-pro01a,test-politics-oglilpdwhsn-pro01b,1
1009,test-politics-oglilpdwhsn-pro03a,test-politics-oglilpdwhsn-pro03b,1
1010,test-politics-oglilpdwhsn-con02a,test-politics-oglilpdwhsn-con02b,1
1011,test-politics-oglilpdwhsn-con04a,test-politics-oglilpdwhsn-con04b,1
1012,test-politics-oglilpdwhsn-con03a,test-politics-oglilpdwhsn-con03b,1
1013,test-politics-oglilpdwhsn-con01a,test-politics-oglilpdwhsn-con01b,1
1014,test-politics-grcrgshwbr-pro02a,test-politics-grcrgshwbr-pro02b,1
1015,test-politics-grcrgshwbr-pro05a,test-politics-grcrgshwbr-pro05b,1
1016,test-politics-grcrgshwbr-pro01a,test-politics-grcrgshwbr-pro01b,1
1017,test-politics-grcrgshwbr-pro03a,test-politics-grcrgshwbr-pro03b,1
1018,test-politics-grcrgshwbr-pro04a,test-politics-grcrgshwbr-pro04b,1
1019,test-politics-grcrgshwbr-con02a,test-politics-grcrgshwbr-con02b,1
1020,test-politics-grcrgshwbr-con04a,test-politics-grcrgshwbr-con04b,1
1021,test-politics-grcrgshwbr-con03a,test-politics-grcrgshwbr-con03b,1
1022,test-politics-grcrgshwbr-con01a,test-politics-grcrgshwbr-con01b,1
1023,test-politics-dhwem-pro02a,test-politics-dhwem-pro02b,1
1024,test-politics-dhwem-pro06a,test-politics-dhwem-pro06b,1
1025,test-politics-dhwem-pro05a,test-politics-dhwem-pro05b,1
1026,test-politics-dhwem-pro01a,test-politics-dhwem-pro01b,1
1027,test-politics-dhwem-pro03a,test-politics-dhwem-pro03b,1
1028,test-politics-dhwem-pro04a,test-politics-dhwem-pro04b,1
1029,test-politics-dhwem-con02a,test-politics-dhwem-con02b,1
1030,test-politics-dhwem-con04a,test-politics-dhwem-con04b,1
1031,test-politics-dhwem-con03a,test-politics-dhwem-con03b,1
1032,test-politics-dhwem-con01a,test-politics-dhwem-con01b,1
1033,test-politics-eppghwlrba-pro02a,test-politics-eppghwlrba-pro02b,1
1034,test-politics-eppghwlrba-pro01a,test-politics-eppghwlrba-pro01b,1
1035,test-politics-eppghwlrba-pro03a,test-politics-eppghwlrba-pro03b,1
1036,test-politics-eppghwlrba-pro04a,test-politics-eppghwlrba-pro04b,1
1037,test-politics-eppghwlrba-con02a,test-politics-eppghwlrba-con02b,1
1038,test-politics-eppghwlrba-con04a,test-politics-eppghwlrba-con04b,1
1039,test-politics-eppghwlrba-con03a,test-politics-eppghwlrba-con03b,1
1040,test-politics-eppghwlrba-con01a,test-politics-eppghwlrba-con01b,1
1041,test-politics-eppghwgpi-pro02a,test-politics-eppghwgpi-pro02b,1
1042,test-politics-eppghwgpi-pro05a,test-politics-eppghwgpi-pro05b,1
1043,test-politics-eppghwgpi-pro01a,test-politics-eppghwgpi-pro01b,1
1044,test-politics-eppghwgpi-pro03a,test-politics-eppghwgpi-pro03b,1
1045,test-politics-eppghwgpi-pro04a,test-politics-eppghwgpi-pro04b,1
1046,test-politics-eppghwgpi-con02a,test-politics-eppghwgpi-con02b,1
1047,test-politics-eppghwgpi-con05a,test-politics-eppghwgpi-con05b,1
1048,test-politics-eppghwgpi-con04a,test-politics-eppghwgpi-con04b,1
1049,test-politics-eppghwgpi-con03a,test-politics-eppghwgpi-con03b,1
1050,test-politics-eppghwgpi-con01a,test-politics-eppghwgpi-con01b,1
1051,test-politics-glgvhbqssc-pro02a,test-politics-glgvhbqssc-pro02b,1
1052,test-politics-glgvhbqssc-pro01a,test-politics-glgvhbqssc-pro01b,1
1053,test-politics-glgvhbqssc-pro03a,test-politics-glgvhbqssc-pro03b,1
1054,test-politics-glgvhbqssc-con02a,test-politics-glgvhbqssc-con02b,1
1055,test-politics-glgvhbqssc-con01a,test-politics-glgvhbqssc-con01b,1
1056,test-politics-gvhwhnerse-pro02a,test-politics-gvhwhnerse-pro02b,1
1057,test-politics-gvhwhnerse-pro01a,test-politics-gvhwhnerse-pro01b,1
1058,test-politics-gvhwhnerse-pro03a,test-politics-gvhwhnerse-pro03b,1
1059,test-politics-gvhwhnerse-pro04a,test-politics-gvhwhnerse-pro04b,1
1060,test-politics-gvhwhnerse-con02a,test-politics-gvhwhnerse-con02b,1
1061,test-politics-gvhwhnerse-con04a,test-politics-gvhwhnerse-con04b,1
1062,test-politics-gvhwhnerse-con03a,test-politics-gvhwhnerse-con03b,1
1063,test-politics-gvhwhnerse-con01a,test-politics-gvhwhnerse-con01b,1
1064,test-politics-lghwdecm-pro02a,test-politics-lghwdecm-pro02b,1
1065,test-politics-lghwdecm-pro01a,test-politics-lghwdecm-pro01b,1
1066,test-politics-lghwdecm-pro03a,test-politics-lghwdecm-pro03b,1
1067,test-politics-lghwdecm-pro04a,test-politics-lghwdecm-pro04b,1
1068,test-politics-lghwdecm-con02a,test-politics-lghwdecm-con02b,1
